Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,No,Travel_Rarely,Sales,1,3,Life Sciences,1,1273,2,Female,89,1,5,Sales Representative,4,Divorced,4316,24820,5,Y,No,19,4,1,80,0,9,3,3,3,3,0,3
34,No,Travel_Rarely,Research & Development,3,3,Marketing,1,1274,3,Male,98,4,3,Laboratory Technician,4,Divorced,4124,7386,8,Y,No,14,4,1,80,3,7,0,3,5,1,5,3
47,No,Travel_Frequently,Sales,2,2,Marketing,1,1275,4,Male,88,4,4,Sales Executive,4,Divorced,13018,6571,3,Y,No,17,3,2,80,0,30,4,4,25,10,21,0
38,No,Travel_Frequently,Research & Development,5,3,Medical,1,1276,4,Male,71,2,3,Healthcare Representative,4,Single,7991,17287,2,Y,No,25,3,2,80,2,13,2,2,6,3,4,2
57,Yes,Travel_Frequently,Sales,27,3,Other,1,1277,4,Male,65,2,2,Sales Executive,4,Divorced,12050,16260,4,Y,Yes,15,3,1,80,2,17,5,2,13,8,0,6
40,No,Travel_Rarely,Sales,6,3,Other,1,1278,2,Male,69,2,4,Sales Executive,3,Single,6445,8594,8,Y,No,25,3,1,80,1,13,4,3,3,2,3,1
38,No,Travel_Frequently,Sales,17,4,Other,1,1279,2,Female,59,4,3,Sales Executive,3,Married,6889,15185,0,Y,No,23,3,4,80,3,13,0,2,5,4,5,2
34,No,Travel_Rarely,Research & Development,8,4,Marketing,1,1280,2,Female,40,4,5,Healthcare Representative,4,Divorced,5215,14572,4,Y,Yes,25,3,1,80,3,38,2,3,1,1,1,1
38,No,Travel_Frequently,Sales,5,3,Technical Degree,1,1281,3,Female,54,1,5,Sales Representative,4,Married,5756,9480,3,Y,No,19,4,4,80,3,37,5,2,8,3,3,1
35,No,Non-Travel,Research & Development,15,5,Medical,1,1282,2,Female,74,4,5,Laboratory Technician,4,Single,7206,19569,4,Y,No,23,3,2,80,0,10,6,1,8,2,4,2
43,No,Travel_Rarely,Research & Development,5,1,Marketing,1,1283,2,Male,80,2,4,Research Scientist,1,Single,5979,18973,6,Y,No,22,4,3,80,3,14,6,3,4,4,4,3
45,No,Travel_Rarely,Sales,16,1,Other,1,1284,3,Male,72,3,5,Sales Executive,2,Married,8454,6217,6,Y,No,18,3,2,80,1,5,1,2,3,1,2,2
29,No,Travel_Rarely,Research & Development,2,3,Marketing,1,1285,4,Male,95,3,1,Laboratory Technician,2,Divorced,4109,9648,6,Y,No,25,4,2,80,2,36,4,3,5,2,5,2
25,No,Travel_Rarely,Sales,1,3,Marketing,1,1286,4,Male,76,2,2,Sales Executive,2,Single,4893,19519,0,Y,No,18,3,3,80,1,35,3,3,7,5,5,6
20,No,Travel_Rarely,Research & Development,15,3,Marketing,1,1287,4,Male,53,4,3,Manufacturing Director,2,Single,2708,15550,8,Y,Yes,20,3,3,80,2,23,3,4,2,1,2,0
41,No,Non-Travel,Research & Development,7,3,Other,1,1288,1,Male,66,2,1,Laboratory Technician,4,Single,8005,21804,6,Y,No,20,3,4,80,2,5,6,3,2,1,2,1
27,No,Travel_Rarely,Sales,17,2,Technical Degree,1,1289,1,Male,85,4,4,Sales Executive,1,Single,5706,12750,3,Y,Yes,13,3,4,80,1,28,4,2,3,3,3,3
18,No,Travel_Rarely,Research & Development,22,2,Life Sciences,1,1290,4,Male,75,3,3,Research Scientist,4,Single,1500,2001,3,Y,Yes,19,3,3,80,2,23,0,3,1,0,1,0
40,No,Travel_Rarely,Research & Development,1,4,Medical,1,1291,3,Female,57,1,3,Research Scientist,4,Single,6787,19275,1,Y,No,18,3,3,80,2,34,0,3,4,3,1,4
59,No,Travel_Frequently,Sales,5,4,Medical,1,1292,3,Female,81,4,5,Sales Representative,2,Married,7779,9882,5,Y,No,13,3,4,80,0,31,0,3,1,1,0,0
36,No,Travel_Rarely,Research & Development,3,3,Marketing,1,1293,1,Male,44,1,3,Research Scientist,2,Divorced,5360,15086,9,Y,No,20,3,3,80,1,7,6,3,0,0,0,0
44,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1294,2,Female,74,3,3,Research Scientist,3,Divorced,8562,14748,2,Y,Yes,11,3,4,80,1,7,3,3,6,1,4,4
37,Yes,Travel_Rarely,Research & Development,12,3,Other,1,1295,3,Female,87,1,2,Laboratory Technician,4,Divorced,6345,26446,0,Y,No,15,3,4,80,1,4,3,3,3,1,1,3
36,No,Travel_Rarely,Sales,2,2,Life Sciences,1,1296,4,Male,96,1,4,Sales Executive,4,Divorced,7926,21937,4,Y,Yes,23,3,1,80,2,32,1,3,8,5,4,2
45,No,Travel_Rarely,Sales,6,3,Life Sciences,1,1297,4,Male,70,2,1,Sales Executive,4,Married,6792,24453,5,Y,No,14,3,2,80,3,28,0,3,2,0,0,0
34,No,Travel_Rarely,Sales,9,3,Marketing,1,1298,3,Male,94,1,5,Sales Executive,4,Married,5427,18308,4,Y,No,18,3,3,80,3,4,3,2,1,0,0,0
39,Yes,Travel_Frequently,Research & Development,1,3,Marketing,1,1299,3,Female,69,3,2,Laboratory Technician,3,Divorced,6838,13849,4,Y,Yes,16,3,4,80,2,39,3,3,2,0,2,1
39,No,Non-Travel,Sales,13,1,Other,1,1300,4,Female,34,4,1,Sales Executive,4,Single,5206,17317,9,Y,No,20,3,3,80,3,8,0,2,0,0,0,0
30,Yes,Travel_Rarely,Sales,7,4,Other,1,1301,3,Male,57,1,1,Sales Executive,4,Divorced,3446,25341,7,Y,Yes,15,3,4,80,3,14,0,2,0,0,0,0
45,No,Travel_Rarely,Sales,23,4,Other,1,1302,3,Male,67,4,2,Sales Executive,4,Single,6156,14341,9,Y,No,19,3,2,80,2,30,3,1,1,0,1,0
35,No,Non-Travel,Research & Development,3,2,Marketing,1,1303,4,Male,47,2,5,Research Director,1,Single,7182,15778,0,Y,No,16,4,1,80,1,3,5,3,9,9,5,3
30,No,Travel_Rarely,Sales,1,3,Technical Degree,1,1304,4,Male,66,3,4,Sales Executive,4,Married,5065,6204,7,Y,No,24,3,1,80,0,2,4,3,3,2,1,2
41,Yes,Travel_Rarely,Sales,5,4,Marketing,1,1305,4,Male,56,3,2,Sales Executive,3,Single,7036,10471,6,Y,No,23,4,3,80,1,10,3,3,3,2,0,1
28,Yes,Travel_Rarely,Research & Development,1,1,Marketing,1,1306,2,Female,54,4,2,Research Scientist,4,Married,5012,24168,0,Y,No,21,3,3,80,1,6,1,3,7,7,3,1
37,Yes,Travel_Rarely,Research & Development,27,3,Life Sciences,1,1307,3,Female,98,3,2,Laboratory Technician,1,Divorced,7819,20082,8,Y,Yes,21,3,2,80,1,7,2,3,7,6,7,1
36,No,Travel_Rarely,Sales,1,3,Other,1,1308,4,Female,56,2,5,Sales Representative,3,Married,11269,13079,3,Y,Yes,21,3,3,80,0,16,5,3,17,3,4,16
46,Yes,Travel_Rarely,Research & Development,11,3,Medical,1,1309,1,Female,83,4,2,Research Scientist,2,Single,6865,4884,6,Y,No,24,3,1,80,1,6,0,3,3,0,2,0
41,No,Non-Travel,Human Resources,5,4,Other,1,1310,4,Female,36,3,2,Human Resources,2,Single,12402,5579,2,Y,No,21,3,1,80,3,16,6,3,16,4,10,16
36,Yes,Travel_Rarely,Sales,3,3,Technical Degree,1,1311,1,Male,56,2,3,Sales Executive,1,Single,7183,9195,7,Y,Yes,13,3,3,80,0,27,1,4,0,0,0,0
44,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,1312,4,Female,88,2,3,Research Scientist,4,Divorced,8661,4251,3,Y,No,16,4,2,80,3,12,4,4,9,9,9,1
49,No,Travel_Rarely,Research & Development,7,1,Other,1,1313,3,Male,60,1,3,Laboratory Technician,1,Married,8252,6640,1,Y,No,22,3,3,80,0,22,6,3,5,2,2,0
42,No,Travel_Frequently,Research & Development,7,1,Other,1,1314,2,Female,97,3,3,Manufacturing Director,2,Divorced,5443,20740,1,Y,No,21,3,4,80,3,15,2,4,0,0,0,0
37,No,Travel_Rarely,Sales,2,3,Marketing,1,1315,3,Male,33,4,2,Sales Executive,1,Married,6723,17993,7,Y,No,22,3,4,80,1,22,5,3,2,1,2,0
25,No,Travel_Rarely,Research & Development,19,4,Medical,1,1316,3,Female,47,1,3,Laboratory Technician,3,Divorced,5378,14815,7,Y,No,14,3,1,80,1,35,3,3,7,3,0,5
27,No,Travel_Rarely,Sales,2,2,Marketing,1,1317,3,Male,92,4,1,Sales Executive,2,Divorced,4032,12123,0,Y,No,15,3,3,80,1,15,0,3,0,0,0,0
34,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1318,3,Male,81,1,4,Manufacturing Director,2,Single,5065,21798,5,Y,Yes,16,3,4,80,3,23,3,3,4,0,1,2
31,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1319,4,Male,92,2,3,Research Scientist,3,Divorced,5604,11200,8,Y,No,19,3,4,80,3,38,1,4,1,0,1,1
35,Yes,Travel_Frequently,Research & Development,1,2,Technical Degree,1,1320,3,Male,74,1,5,Healthcare Representative,3,Divorced,5324,14904,8,Y,Yes,13,3,4,80,2,2,6,3,2,0,2,2
37,Yes,Travel_Rarely,Research & Development,21,3,Technical Degree,1,1321,3,Female,41,1,4,Research Scientist,1,Married,6295,24092,1,Y,Yes,11,3,2,80,3,2,6,4,8,2,6,4
41,No,Non-Travel,Human Resources,3,3,Medical,1,1322,1,Female,37,1,1,Human Resources,1,Divorced,9632,20462,7,Y,No,12,3,2,80,0,19,0,3,15,6,7,14
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1323,4,Male,51,3,4,Healthcare Representative,2,Single,5175,22579,7,Y,No,18,3,3,80,1,5,3,3,3,2,3,2
41,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1324,1,Male,70,1,4,Laboratory Technician,4,Divorced,7318,4714,3,Y,Yes,14,3,4,80,0,4,6,3,0,0,0,0
37,Yes,Travel_Rarely,Research & Development,7,3,Medical,1,1325,3,Male,70,2,1,Manufacturing Director,3,Married,7316,8947,3,Y,No,17,3,2,80,2,28,0,3,0,0,0,0
19,No,Non-Travel,Research & Development,5,5,Life Sciences,1,1326,4,Male,86,4,3,Research Scientist,3,Married,2860,3338,4,Y,No,12,4,1,80,2,18,1,3,1,0,1,1
28,Yes,Travel_Frequently,Research & Development,9,3,Other,1,1327,2,Male,61,3,1,Healthcare Representative,2,Divorced,6825,14782,9,Y,Yes,22,3,4,80,3,31,3,3,7,6,7,1
35,No,Travel_Rarely,Sales,1,3,Other,1,1328,3,Female,84,2,5,Sales Executive,3,Divorced,7097,22073,6,Y,No,21,3,2,80,1,22,2,4,4,1,3,2
26,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,1329,2,Male,35,3,1,Research Scientist,1,Married,2745,8614,0,Y,No,20,3,1,80,0,11,6,2,8,6,8,6
42,Yes,Travel_Rarely,Research & Development,13,1,Marketing,1,1330,4,Male,68,4,2,Laboratory Technician,1,Single,5708,2741,8,Y,Yes,24,3,1,80,2,16,4,3,1,1,0,1
50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1331,3,Male,38,4,2,Research Scientist,3,Divorced,7922,2733,2,Y,No,23,3,2,80,2,4,3,3,2,2,2,1
47,Yes,Travel_Rarely,Human Resources,15,3,Medical,1,1332,4,Male,61,4,4,Human Resources,3,Single,6681,15944,3,Y,No,18,4,3,80,0,21,0,4,1,1,0,1
35,Yes,Travel_Frequently,Research & Development,1,2,Technical Degree,1,1333,4,Male,65,3,3,Research Scientist,1,Single,4834,26223,6,Y,No,20,3,2,80,2,25,5,3,2,2,2,2
50,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,1334,3,Female,45,3,3,Healthcare Representative,3,Divorced,8671,3806,4,Y,No,22,3,1,80,0,20,3,2,1,0,1,1
38,No,Travel_Rarely,Sales,3,1,Marketing,1,1335,4,Male,41,4,2,Sales Representative,4,Single,5293,15285,4,Y,Yes,24,3,1,80,1,8,0,3,1,0,0,0
33,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1336,3,Male,70,4,5,Laboratory Technician,3,Married,5838,12570,0,Y,No,22,3,2,80,3,9,6,3,3,3,1,0
31,Yes,Travel_Rarely,Research & Development,1,1,Other,1,1337,3,Male,96,2,1,Healthcare Representative,3,Single,6471,13457,1,Y,Yes,19,3,3,80,0,18,5,2,4,4,1,2
34,No,Travel_Rarely,Research & Development,1,1,Other,1,1338,3,Male,87,4,1,Laboratory Technician,4,Married,8586,3753,4,Y,No,25,3,1,80,1,31,1,3,9,8,5,2
33,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1339,4,Male,38,1,1,Sales Executive,4,Divorced,3699,9358,1,Y,No,17,3,3,80,0,35,5,4,0,0,0,0
38,Yes,Travel_Rarely,Research & Development,1,4,Medical,1,1340,3,Female,46,3,5,Manufacturing Director,3,Single,4527,16587,0,Y,No,20,3,1,80,2,30,4,3,0,0,0,0
38,No,Non-Travel,Sales,2,2,Technical Degree,1,1341,2,Female,34,2,5,Sales Executive,4,Married,6223,7857,9,Y,No,23,3,2,80,1,18,0,2,2,1,1,2
37,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1342,3,Male,55,3,1,Research Director,1,Married,4903,3024,2,Y,Yes,21,4,1,80,0,19,3,4,6,1,5,4
40,No,Travel_Rarely,Research & Development,7,2,Other,1,1343,3,Male,30,4,1,Research Scientist,3,Divorced,5371,11674,0,Y,No,11,3,1,80,1,24,6,3,2,2,2,1
47,No,Travel_Rarely,Research & Development,12,3,Other,1,1344,1,Male,30,1,5,Manufacturing Director,2,Single,8593,24148,9,Y,No,12,3,3,80,0,22,5,2,2,2,0,0
45,No,Travel_Rarely,Research & Development,8,3,Other,1,1345,3,Male,64,4,1,Research Scientist,1,Married,8185,23593,7,Y,No,19,3,3,80,0,14,1,1,4,2,3,2
23,No,Travel_Frequently,Sales,7,2,Marketing,1,1346,3,Female,38,3,5,Sales Executive,3,Married,4382,5554,7,Y,No,20,4,4,80,1,19,5,2,5,4,2,3
18,Yes,Travel_Rarely,Research & Development,4,4,Marketing,1,1347,3,Female,67,2,4,Research Scientist,1,Divorced,2974,11971,7,Y,No,17,3,1,80,1,29,2,3,0,0,0,0
45,No,Travel_Frequently,Research & Development,5,2,Other,1,1348,2,Male,33,3,2,Research Director,4,Single,8507,13908,6,Y,Yes,21,3,1,80,1,22,3,1,5,1,0,5
24,No,Travel_Frequently,Research & Development,4,1,Medical,1,1349,3,Male,81,2,2,Healthcare Representative,3,Single,3524,24600,6,Y,No,13,3,2,80,2,30,4,2,6,5,6,1
34,Yes,Travel_Frequently,Human Resources,14,4,Marketing,1,1350,4,Male,48,1,5,Human Resources,3,Married,5426,23202,1,Y,No,25,4,4,80,3,15,1,3,4,1,0,3
26,No,Travel_Rarely,Research & Development,2,3,Technical Degree,1,1351,4,Female,34,4,1,Manufacturing Director,1,Single,7069,6566,8,Y,No,15,3,2,80,0,21,3,3,4,4,2,1
20,No,Travel_Rarely,Sales,1,3,Marketing,1,1352,3,Female,77,4,2,Sales Executive,1,Single,4695,16022,6,Y,No,11,3,3,80,0,26,0,3,2,2,1,0
41,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,1353,1,Male,92,1,3,Research Scientist,3,Single,9441,23709,4,Y,No,23,3,2,80,1,36,0,3,13,12,8,2
43,No,Travel_Frequently,Research & Development,1,3,Marketing,1,1354,4,Male,67,3,1,Research Scientist,4,Single,10801,13157,3,Y,No,20,3,1,80,0,12,0,2,17,15,10,6
31,No,Travel_Rarely,Research & Development,17,3,Other,1,1355,4,Female,81,1,5,Research Scientist,1,Single,4413,12952,7,Y,No,13,3,4,80,3,7,3,4,0,0,0,0
18,Yes,Travel_Rarely,Research & Development,15,3,Technical Degree,1,1356,2,Male,75,4,3,Laboratory Technician,2,Single,1500,8894,4,Y,No,21,3,3,80,3,11,4,2,1,1,1,1
32,No,Travel_Rarely,Research & Development,1,3,Medical,1,1357,1,Male,38,2,5,Manufacturing Director,4,Single,5000,9082,5,Y,Yes,14,3,4,80,0,39,0,3,4,0,2,2
40,Yes,Travel_Rarely,Research & Development,1,3,Marketing,1,1358,1,Male,79,4,1,Laboratory Technician,1,Married,6461,13946,3,Y,No,14,3,3,80,0,20,3,3,1,1,1,0
23,No,Travel_Frequently,Sales,5,3,Marketing,1,1359,1,Female,95,3,4,Sales Executive,4,Married,4048,21752,1,Y,No,17,3,3,80,1,35,3,2,5,0,0,5
38,No,Travel_Rarely,Sales,7,4,Other,1,1360,1,Male,67,2,4,Sales Executive,3,Single,4732,4629,6,Y,No,15,3,1,80,3,4,6,4,1,1,0,0
36,No,Travel_Rarely,Sales,2,3,Technical Degree,1,1361,4,Male,56,3,4,Sales Executive,3,Single,4799,25326,1,Y,Yes,19,3,3,80,0,2,4,3,2,1,2,2
42,No,Travel_Rarely,Research & Development,10,3,Other,1,1362,3,Female,49,4,1,Laboratory Technician,2,Divorced,8519,22616,6,Y,No,17,3,1,80,3,20,1,2,4,2,1,0
38,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1363,4,Male,91,4,1,Healthcare Representative,2,Married,4997,8661,6,Y,No,12,3,3,80,0,20,1,4,0,0,0,0
28,No,Travel_Rarely,Research & Development,3,3,Marketing,1,1364,4,Male,45,2,3,Laboratory Technician,2,Divorced,6678,26261,0,Y,No,23,3,3,80,2,12,3,3,6,5,1,1
47,No,Travel_Frequently,Sales,1,3,Marketing,1,1365,4,Male,42,3,1,Sales Representative,4,Married,8906,8275,9,Y,No,21,4,4,80,3,17,1,3,7,3,4,1
35,No,Travel_Rarely,Sales,11,4,Marketing,1,1366,4,Male,49,2,1,Sales Executive,4,Divorced,6068,12227,9,Y,No,21,4,3,80,2,18,2,3,5,4,5,2
36,No,Travel_Rarely,Research & Development,1,3,Marketing,1,1367,4,Female,53,2,3,Laboratory Technician,3,Divorced,5190,15674,2,Y,No,18,3,3,80,1,24,4,3,3,1,0,3
28,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,1368,3,Male,79,3,3,Research Scientist,4,Divorced,5163,3719,2,Y,No,21,3,1,80,3,8,3,1,2,0,1,2
33,Yes,Non-Travel,Research & Development,4,4,Marketing,1,1369,4,Male,36,2,5,Healthcare Representative,2,Married,8038,11233,5,Y,Yes,12,4,2,80,0,37,1,2,9,9,9,5
29,No,Non-Travel,Research & Development,6,5,Marketing,1,1370,4,Male,58,1,2,Manufacturing Director,3,Married,5664,5487,2,Y,No,17,3,1,80,0,30,5,3,3,3,1,1
35,Yes,Travel_Frequently,Research & Development,16,3,Technical Degree,1,1371,1,Female,34,2,2,Research Scientist,3,Single,5514,26559,8,Y,Yes,15,3,4,80,2,20,1,2,7,2,1,6
52,No,Travel_Rarely,Research & Development,15,4,Marketing,1,1372,3,Female,64,4,5,Laboratory Technician,4,Married,8594,7844,4,Y,No,20,3,4,80,3,23,4,3,6,2,3,5
24,No,Travel_Frequently,Sales,3,2,Marketing,1,1373,3,Male,94,3,4,Sales Executive,2,Married,4506,10751,5,Y,No,16,3,2,80,3,37,5,3,6,4,0,4
22,No,Travel_Frequently,Research & Development,1,1,Technical Degree,1,1374,4,Male,99,4,1,Laboratory Technician,3,Married,2190,13416,5,Y,No,21,3,1,80,3,10,0,2,4,3,3,1
50,No,Travel_Rarely,Research & Development,11,3,Marketing,1,1375,2,Female,36,1,3,Healthcare Representative,4,Married,8764,24859,7,Y,Yes,14,4,3,80,1,33,1,1,4,4,0,3
35,No,Travel_Rarely,Human Resources,4,5,Marketing,1,1376,3,Male,73,1,3,Human Resources,3,Single,5659,24253,9,Y,No,15,3,4,80,3,24,5,3,0,0,0,0
30,No,Non-Travel,Research & Development,1,3,Other,1,1377,1,Female,42,2,4,Laboratory Technician,1,Single,7872,8462,2,Y,Yes,22,3,3,80,1,36,4,3,12,10,4,11
46,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,1378,2,Female,67,4,3,Laboratory Technician,3,Married,8597,20184,8,Y,Yes,15,3,1,80,0,16,5,3,6,0,1,4
31,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1379,1,Female,42,2,4,Research Scientist,2,Divorced,6887,12003,6,Y,Yes,17,4,4,80,2,28,6,3,11,4,5,7
53,No,Travel_Rarely,Research & Development,1,3,Other,1,1380,3,Male,83,2,5,Research Scientist,3,Divorced,9954,23459,5,Y,No,21,3,4,80,2,12,0,2,12,9,0,5
43,No,Travel_Rarely,Research & Development,1,3,Medical,1,1381,4,Male,73,4,4,Research Scientist,4,Married,6183,17498,0,Y,No,22,4,1,80,3,20,5,3,1,1,0,1
32,Yes,Travel_Rarely,Sales,7,4,Medical,1,1382,2,Female,42,1,2,Sales Executive,3,Single,7664,6262,3,Y,No,14,3,4,80,2,18,6,1,11,10,6,7
56,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,1383,3,Male,54,1,4,Manufacturing Director,3,Divorced,10982,2146,4,Y,No,15,3,3,80,3,37,3,3,6,1,6,6
31,No,Travel_Frequently,Research & Development,2,4,Medical,1,1384,2,Male,53,1,5,Manufacturing Director,3,Single,5278,22212,1,Y,Yes,24,3,2,80,0,26,6,3,3,3,3,3
43,No,Travel_Frequently,Sales,3,2,Life Sciences,1,1385,1,Female,58,3,4,Sales Executive,1,Single,6544,14732,0,Y,No,24,4,3,80,0,7,0,4,1,1,0,0
39,No,Travel_Frequently,Research & Development,3,3,Medical,1,1386,3,Female,99,3,5,Healthcare Representative,2,Divorced,4814,4117,1,Y,Yes,14,3,4,80,0,21,1,3,4,2,2,2
48,No,Travel_Rarely,Sales,9,3,Medical,1,1387,1,Male,47,2,2,Sales Executive,4,Married,9631,7447,7,Y,Yes,14,4,3,80,2,32,3,3,9,5,4,6
51,No,Travel_Rarely,Sales,1,3,Other,1,1388,3,Male,34,3,1,Sales Executive,3,Single,11065,23398,9,Y,Yes,25,3,1,80,3,7,3,3,9,4,4,6
37,Yes,Travel_Rarely,Research & Development,21,1,Medical,1,1389,1,Male,47,3,5,Research Scientist,1,Divorced,5490,12855,5,Y,No,18,3,4,80,1,23,0,4,1,0,1,1
30,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1,1390,1,Female,92,4,1,Sales Executive,2,Single,5865,24331,9,Y,No,21,3,1,80,0,20,3,3,7,5,1,7
41,No,Travel_Rarely,Research & Development,29,3,Marketing,1,1391,3,Female,66,2,5,Research Scientist,3,Divorced,6324,2318,1,Y,No,15,3,4,80,0,20,6,3,3,1,1,0
30,No,Travel_Frequently,Human Resources,1,4,Marketing,1,1392,3,Male,84,2,4,Human Resources,4,Married,4999,14161,8,Y,No,23,3,3,80,1,32,6,3,0,0,0,0
55,No,Travel_Rarely,Research & Development,11,4,Marketing,1,1393,1,Male,41,4,1,Laboratory Technician,4,Married,6674,14323,7,Y,No,19,3,1,80,1,26,0,1,2,0,0,2
38,No,Travel_Rarely,Human Resources,2,1,Life Sciences,1,1394,3,Female,81,1,5,Human Resources,2,Married,7679,7749,3,Y,Yes,15,3,1,80,2,36,0,2,4,1,2,2
33,No,Travel_Rarely,Sales,1,5,Life Sciences,1,1395,4,Male,86,4,5,Sales Executive,4,Single,7523,2254,9,Y,No,18,3,4,80,0,24,5,2,12,4,4,5
38,Yes,Travel_Rarely,Research & Development,16,4,Marketing,1,1396,4,Male,75,1,1,Research Director,3,Married,6650,11528,6,Y,No,13,3,3,80,2,1,6,3,3,0,0,2
24,Yes,Non-Travel,Research & Development,15,3,Medical,1,1397,1,Female,73,2,5,Research Scientist,4,Married,5182,23441,2,Y,No,22,3,3,80,0,28,0,1,4,2,2,4
28,No,Non-Travel,Human Resources,4,3,Marketing,1,1398,3,Male,53,2,1,Human Resources,3,Married,3588,10526,5,Y,No,17,3,3,80,2,26,6,3,2,1,1,2
47,Yes,Travel_Rarely,Sales,9,3,Technical Degree,1,1399,3,Female,38,3,2,Sales Executive,1,Married,6830,13283,2,Y,No,11,3,4,80,2,34,4,3,0,0,0,0
31,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1400,1,Male,41,3,3,Research Scientist,4,Divorced,5202,6393,9,Y,Yes,25,4,3,80,1,26,1,1,4,3,0,1
27,Yes,Travel_Rarely,Sales,15,3,Technical Degree,1,1401,4,Male,38,4,2,Sales Executive,1,Divorced,2715,3044,2,Y,No,25,3,2,80,3,36,3,3,0,0,0,0
41,No,Travel_Frequently,Research & Development,3,1,Technical Degree,1,1402,4,Female,51,3,1,Research Scientist,2,Single,7979,14765,8,Y,No,22,3,2,80,3,5,2,2,4,2,1,4
47,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1403,4,Male,46,2,4,Healthcare Representative,4,Divorced,7023,20175,5,Y,Yes,15,3,4,80,3,2,5,3,2,2,1,2
43,No,Travel_Rarely,Research & Development,5,2,Marketing,1,1404,4,Female,62,2,4,Laboratory Technician,3,Divorced,5329,18119,7,Y,No,12,3,3,80,0,32,1,3,1,1,1,1
45,No,Travel_Rarely,Research & Development,3,1,Other,1,1405,4,Male,76,1,3,Laboratory Technician,4,Divorced,7589,20903,3,Y,No,18,3,2,80,1,34,2,3,4,1,4,4
30,No,Travel_Rarely,Sales,17,3,Technical Degree,1,1406,3,Male,44,3,1,Sales Executive,3,Divorced,3127,2961,3,Y,Yes,22,3,4,80,1,30,0,1,1,1,0,0
24,No,Travel_Rarely,Research & Development,1,3,Marketing,1,1407,3,Male,62,1,5,Research Scientist,2,Divorced,4449,5749,7,Y,No,16,3,4,80,1,24,3,3,6,6,6,5
50,No,Travel_Rarely,Sales,1,3,Other,1,1408,4,Male,44,2,2,Sales Executive,4,Married,8343,6565,6,Y,No,15,3,1,80,0,28,5,3,3,0,1,1
34,Yes,Travel_Rarely,Research & Development,6,1,Technical Degree,1,1409,3,Male,56,3,2,Research Scientist,1,Single,3386,9516,4,Y,No,24,3,4,80,2,3,1,3,0,0,0,0
34,No,Travel_Rarely,Research & Development,8,4,Marketing,1,1410,2,Male,90,1,3,Laboratory Technician,4,Divorced,6530,21198,1,Y,Yes,13,3,3,80,2,10,2,3,4,2,3,2
48,Yes,Non-Travel,Research & Development,1,3,Technical Degree,1,1411,2,Male,97,2,3,Research Scientist,2,Divorced,8091,18973,5,Y,Yes,24,4,1,80,3,6,2,2,4,4,3,4
42,No,Travel_Rarely,Research & Development,3,1,Marketing,1,1412,4,Male,77,1,3,Research Scientist,4,Single,8138,20372,0,Y,No,23,3,2,80,3,34,2,3,5,5,1,0
41,Yes,Travel_Rarely,Research & Development,23,3,Medical,1,1413,1,Female,37,3,3,Research Director,1,Divorced,7476,13031,6,Y,No,11,3,3,80,0,31,1,3,3,1,2,1
56,No,Non-Travel,Research & Development,2,3,Medical,1,1414,4,Female,35,1,3,Research Scientist,3,Divorced,8466,22249,8,Y,No,24,3,4,80,0,13,4,1,3,2,3,0
31,No,Travel_Frequently,Research & Development,8,1,Life Sciences,1,1415,4,Female,92,1,3,Healthcare Representative,4,Single,6491,12625,4,Y,Yes,20,3,2,80,3,39,0,3,10,3,10,9
45,No,Travel_Rarely,Research & Development,10,3,Other,1,1416,4,Male,31,2,5,Manufacturing Director,3,Married,8775,4989,4,Y,Yes,25,3,2,80,2,20,3,4,7,5,4,2
